ID_Venda,Data_Venda,Produto,Categoria,Quantidade,Preço_Unitário,Vendedor,Região
3979,2025-08-02,Fone de Ouvido,Periféricos,2,416.37,Maria,Sul
3980,2025-12-06,Fone de Ouvido,Periféricos,4,531.91,Carlos,Norte
3981,2025-01-28,Fone de Ouvido,Periféricos,1,699.15,João,Sudeste
3982,2025-01-22,Roteador Wi-Fi,Informática,3,1283.51,Maria,Norte
3983,2025-02-18,Roteador Wi-Fi,Informática,1,713.69,Pedro,Norte
3984,2025-08-03,Webcam Full HD,Periféricos,3,504.1,Fernando,Sul
3985,2025-12-19,Roteador Wi-Fi,Informática,3,1174.17,Fernando,Norte
3986,2025-11-05,Teclado Mecânico,Informática,3,1311.26,Juliana,Sul
3987,2025-04-14,Impressora,Periféricos,4,298.54,Ana,Norte
3988,2025-06-23,Fone de Ouvido,Periféricos,2,501.9,João,Nordeste
3989,2025-01-26,SSD 1TB,Informática,2,1021.53,João,Sul
3990,2025-03-09,Cadeira Office,Móveis,1,678.06,Juliana,Nordeste
3991,2025-08-07,Fone de Ouvido,Periféricos,1,780.12,Maria,Sul
3992,2025-12-11,Mouse Gamer,Informática,3,628.35,Juliana,Nordeste
3993,2025-10-05,"Monitor 24""",Informática,2,170.64,Fernando,Sudeste
3994,2025-09-22,Teclado Mecânico,Informática,2,1441.69,Ana,Nordeste
3995,2025-01-22,Mouse Gamer,Informática,2,1377.45,Maria,Norte
3996,2025-03-23,Teclado Mecânico,Informática,1,557.71,João,Sudeste
3997,2025-04-03,SSD 1TB,Informática,1,367.38,Pedro,Sul
3998,2025-03-23,Mouse Gamer,Informática,1,922.1,Paula,Nordeste
3999,2025-04-29,Teclado Mecânico,Informática,4,502.43,João,Sul
4000,2025-12-29,Webcam Full HD,Periféricos,2,843.56,Fernando,Sudeste
4001,2025-01-16,Fone de Ouvido,Periféricos,4,1230.78,Maria,Norte
4002,2025-12-09,Webcam Full HD,Periféricos,2,503.58,João,Centro-Oeste
4003,2025-06-12,SSD 1TB,Informática,1,1208.46,Paula,Sudeste
4004,2025-11-09,Cadeira Office,Móveis,1,1220.63,Ana,Nordeste
4005,2025-01-12,Teclado Mecânico,Informática,3,973.43,João,Norte
4006,2025-12-21,Mesa de Escritório,Móveis,1,558.7,Paula,Centro-Oeste
4007,2025-06-20,Webcam Full HD,Periféricos,2,799.23,Juliana,Norte
4008,2025-03-12,SSD 1TB,Informática,2,481.79,Carlos,Centro-Oeste
4009,2025-09-09,Mesa de Escritório,Móveis,1,199.33,Fernando,Nordeste
4010,2025-04-03,Fone de Ouvido,Periféricos,2,938.02,Carlos,Norte
4011,2025-06-20,Mouse Gamer,Informática,2,923.25,João,Sul
4012,2025-01-26,Mesa de Escritório,Móveis,1,56.64,Ana,Norte
4013,2025-11-16,SSD 1TB,Informática,4,692.83,Pedro,Sul
4014,2025-10-26,Roteador Wi-Fi,Informática,4,261.8,Fernando,Norte
4015,2025-11-02,Teclado Mecânico,Informática,3,662.27,Carlos,Centro-Oeste
4016,2025-07-13,Impressora,Periféricos,4,629.52,Fernando,Sudeste
4017,2025-03-23,Impressora,Periféricos,4,871.92,João,Sul
4018,2025-12-11,"Monitor 24""",Informática,4,381.18,Pedro,Norte
4019,2025-04-13,Mouse Gamer,Informática,2,1193.23,Ana,Sudeste
4020,2025-08-01,Teclado Mecânico,Informática,4,983.62,Fernando,Sudeste
4021,2025-02-10,Roteador Wi-Fi,Informática,1,623.98,Ana,Sudeste
4022,2025-05-19,Teclado Mecânico,Informática,4,265.22,Fernando,Norte
4023,2025-04-24,Webcam Full HD,Periféricos,2,1255.86,Carlos,Nordeste
4024,2025-08-28,Cadeira Office,Móveis,1,1228.1,Paula,Nordeste
4025,2025-05-10,SSD 1TB,Informática,4,1423.12,Maria,Sudeste
4026,2025-04-10,Teclado Mecânico,Informática,2,936.91,Pedro,Norte
4027,2025-07-02,SSD 1TB,Informática,3,645.63,Juliana,Norte
4028,2025-11-17,Mesa de Escritório,Móveis,2,123.66,Maria,Nordeste
4029,2025-03-27,Mouse Gamer,Informática,3,899.4,João,Nordeste
4030,2025-01-31,Webcam Full HD,Periféricos,1,324.13,Paula,Nordeste
4031,2025-05-11,Mesa de Escritório,Móveis,2,748.06,Pedro,Norte
4032,2025-05-14,Mouse Gamer,Informática,1,1042.11,Juliana,Centro-Oeste
4033,2025-02-17,"Monitor 24""",Informática,4,953.26,Fernando,Centro-Oeste
4034,2025-11-05,Impressora,Periféricos,4,744.79,João,Nordeste
4035,2025-02-17,"Monitor 24""",Informática,2,858.0,Ana,Nordeste
4036,2025-05-21,Impressora,Periféricos,2,1108.02,Juliana,Sul
4037,2025-04-22,Teclado Mecânico,Informática,1,631.93,Carlos,Centro-Oeste
4038,2025-01-23,"Monitor 24""",Informática,1,155.0,Fernando,Nordeste
4039,2025-03-30,"Monitor 24""",Informática,1,1360.1,Juliana,Sul
4040,2025-02-24,"Monitor 24""",Informática,4,258.21,Ana,Sul
4041,2025-07-08,SSD 1TB,Informática,3,148.04,Carlos,Norte
4042,2025-01-30,Mesa de Escritório,Móveis,2,1422.58,Fernando,Centro-Oeste
4043,2025-02-27,Teclado Mecânico,Informática,3,382.07,Juliana,Centro-Oeste
4044,2025-10-13,Cadeira Office,Móveis,2,1464.27,Maria,Norte
4045,2025-11-29,Mouse Gamer,Informática,1,925.32,Maria,Sudeste
4046,2025-06-11,Webcam Full HD,Periféricos,1,1316.74,João,Centro-Oeste
4047,2025-10-09,Mesa de Escritório,Móveis,2,602.4,Carlos,Sul
4048,2025-12-03,Fone de Ouvido,Periféricos,3,1103.19,Juliana,Centro-Oeste
4049,2025-11-28,Webcam Full HD,Periféricos,1,1056.46,Pedro,Norte
4050,2025-11-10,Mouse Gamer,Informática,3,732.67,Paula,Centro-Oeste
4051,2025-07-14,Fone de Ouvido,Periféricos,1,112.57,Ana,Norte
4052,2025-02-17,Cadeira Office,Móveis,4,151.62,Carlos,Sudeste
4053,2025-11-10,Fone de Ouvido,Periféricos,4,424.88,Ana,Sul
4054,2025-05-28,Teclado Mecânico,Informática,2,873.08,Maria,Centro-Oeste
4055,2025-07-30,Webcam Full HD,Periféricos,4,751.54,Fernando,Nordeste
4056,2025-05-26,Impressora,Periféricos,2,520.57,Juliana,Norte
4057,2025-09-25,Impressora,Periféricos,1,596.53,Carlos,Sudeste
4058,2025-10-13,Mouse Gamer,Informática,1,302.57,Paula,Sudeste
4059,2025-01-22,Fone de Ouvido,Periféricos,3,1406.42,João,Centro-Oeste
4060,2025-09-27,Roteador Wi-Fi,Informática,4,93.5,Fernando,Nordeste
4061,2025-02-24,Roteador Wi-Fi,Informática,4,1205.56,Fernando,Norte
4062,2025-01-15,Impressora,Periféricos,4,1084.22,Fernando,Sul
4063,2025-10-22,Teclado Mecânico,Informática,4,814.07,Pedro,Centro-Oeste
4064,2025-02-10,Webcam Full HD,Periféricos,4,181.84,Paula,Sudeste
4065,2025-06-15,Mesa de Escritório,Móveis,2,957.82,João,Norte
4066,2025-11-28,SSD 1TB,Informática,3,852.78,Maria,Nordeste
4067,2025-08-03,Mesa de Escritório,Móveis,4,1338.35,Maria,Sudeste
4068,2025-07-14,Webcam Full HD,Periféricos,3,241.61,Juliana,Nordeste
4069,2025-02-15,Mouse Gamer,Informática,2,1175.62,Juliana,Norte
4070,2025-05-26,Impressora,Periféricos,2,122.84,Juliana,Centro-Oeste
4071,2025-06-25,Mouse Gamer,Informática,1,944.67,Paula,Sudeste
4072,2025-04-13,"Monitor 24""",Informática,3,676.42,Juliana,Sul
4073,2025-07-29,Teclado Mecânico,Informática,4,726.61,Carlos,Sul
4074,2025-01-22,"Monitor 24""",Informática,2,1119.45,Maria,Sul
4075,2025-04-09,Webcam Full HD,Periféricos,2,745.4,Fernando,Sul
4076,2025-04-26,Impressora,Periféricos,1,237.59,Maria,Sudeste
4077,2025-10-27,Impressora,Periféricos,1,555.98,Fernando,Sul
4078,2025-03-23,Roteador Wi-Fi,Informática,4,954.55,Juliana,Sul
4079,2025-09-30,Mesa de Escritório,Móveis,2,595.98,Juliana,Sul
4080,2025-12-10,Mesa de Escritório,Móveis,2,258.12,Carlos,Norte
4081,2025-02-02,Roteador Wi-Fi,Informática,1,1238.11,Carlos,Norte
4082,2025-12-19,Fone de Ouvido,Periféricos,4,1019.63,Paula,Norte
4083,2025-03-20,Roteador Wi-Fi,Informática,1,1321.79,Maria,Sul
4084,2025-03-25,SSD 1TB,Informática,2,71.37,João,Sudeste
4085,2025-02-16,Mouse Gamer,Informática,4,209.68,João,Sul
4086,2025-02-27,Mesa de Escritório,Móveis,2,688.46,Ana,Norte
4087,2025-09-07,Fone de Ouvido,Periféricos,3,427.46,Carlos,Nordeste
4088,2025-06-06,Mesa de Escritório,Móveis,3,1269.13,Maria,Centro-Oeste
4089,2025-03-26,Mouse Gamer,Informática,1,782.36,Maria,Nordeste
4090,2025-11-02,"Monitor 24""",Informática,4,729.39,João,Nordeste
4091,2025-06-17,Webcam Full HD,Periféricos,2,1146.94,João,Norte
4092,2025-09-17,"Monitor 24""",Informática,2,572.84,Ana,Nordeste
4093,2025-04-09,Mesa de Escritório,Móveis,4,542.4,Juliana,Nordeste
4094,2025-05-20,Webcam Full HD,Periféricos,3,1146.14,Fernando,Sudeste
4095,2025-01-04,Fone de Ouvido,Periféricos,1,534.52,Juliana,Sudeste
4096,2025-10-23,"Monitor 24""",Informática,4,285.68,Maria,Sudeste
4097,2025-08-29,Fone de Ouvido,Periféricos,3,384.83,Pedro,Norte
4098,2025-05-22,Mouse Gamer,Informática,1,53.33,Paula,Centro-Oeste
4099,2025-05-22,Teclado Mecânico,Informática,3,1449.91,Ana,Sudeste
4100,2025-10-02,Teclado Mecânico,Informática,1,252.7,João,Centro-Oeste
4101,2025-06-13,"Monitor 24""",Informática,1,1006.94,Ana,Norte
4102,2025-08-23,Mouse Gamer,Informática,3,197.17,Juliana,Sudeste
4103,2025-01-11,Cadeira Office,Móveis,4,260.59,Ana,Sul
4104,2025-05-23,Mouse Gamer,Informática,1,1026.74,Paula,Norte
4105,2025-03-20,Roteador Wi-Fi,Informática,1,1497.58,Ana,Sudeste
4106,2025-07-26,Mouse Gamer,Informática,4,801.63,João,Sul
4107,2025-09-15,Fone de Ouvido,Periféricos,3,867.6,Pedro,Nordeste
4108,2025-04-12,Cadeira Office,Móveis,3,1178.0,Ana,Sudeste
4109,2025-05-27,"Monitor 24""",Informática,3,1061.15,Fernando,Sudeste
4110,2025-10-15,SSD 1TB,Informática,3,661.03,Ana,Sudeste
4111,2025-08-28,Mouse Gamer,Informática,3,1415.58,João,Sudeste
4112,2025-06-16,Webcam Full HD,Periféricos,2,1045.39,Paula,Sul
4113,2025-12-03,Mesa de Escritório,Móveis,1,983.36,Juliana,Sul
4114,2025-10-16,Teclado Mecânico,Informática,2,670.03,Fernando,Nordeste
4115,2025-12-10,Teclado Mecânico,Informática,4,1467.78,Maria,Centro-Oeste
4116,2025-11-27,Webcam Full HD,Periféricos,4,687.14,Carlos,Sul
4117,2025-01-21,Cadeira Office,Móveis,3,475.96,Juliana,Sul
4118,2025-09-16,Webcam Full HD,Periféricos,4,490.14,João,Sul
4119,2025-10-20,Webcam Full HD,Periféricos,4,1364.2,Maria,Nordeste
4120,2025-07-26,Impressora,Periféricos,1,1060.26,João,Sul
4121,2025-01-17,Mesa de Escritório,Móveis,2,672.37,João,Sul
4122,2025-02-16,Impressora,Periféricos,3,1005.51,Carlos,Centro-Oeste
4123,2025-06-27,Teclado Mecânico,Informática,2,1365.72,Paula,Nordeste
4124,2025-06-22,Mouse Gamer,Informática,3,1358.32,Maria,Sul
4125,2025-03-29,Webcam Full HD,Periféricos,4,167.48,Fernando,Nordeste
4126,2025-09-21,Fone de Ouvido,Periféricos,2,177.87,João,Sudeste
4127,2025-03-16,"Monitor 24""",Informática,3,108.95,Ana,Sudeste
4128,2025-04-20,Roteador Wi-Fi,Informática,1,955.78,Juliana,Nordeste
4129,2025-09-03,Mouse Gamer,Informática,2,1481.36,Fernando,Nordeste
4130,2025-05-19,Fone de Ouvido,Periféricos,3,273.23,Fernando,Centro-Oeste
4131,2025-12-03,Mesa de Escritório,Móveis,4,476.92,Fernando,Sul
4132,2025-10-01,Teclado Mecânico,Informática,1,1353.18,Pedro,Sudeste
4133,2025-12-26,Webcam Full HD,Periféricos,4,475.08,Pedro,Centro-Oeste
4134,2025-12-23,Impressora,Periféricos,4,1170.56,Pedro,Centro-Oeste
4135,2025-02-11,SSD 1TB,Informática,4,684.06,Paula,Sul
4136,2025-03-23,Fone de Ouvido,Periféricos,4,494.36,Carlos,Centro-Oeste
4137,2025-10-08,Mouse Gamer,Informática,2,1209.31,Carlos,Sudeste
4138,2025-11-20,Cadeira Office,Móveis,3,1403.87,Pedro,Sudeste
4139,2025-01-04,Mouse Gamer,Informática,1,1252.16,Carlos,Norte
4140,2025-01-11,Webcam Full HD,Periféricos,1,1058.1,Ana,Norte
4141,2025-06-02,Cadeira Office,Móveis,3,600.1,Carlos,Norte
4142,2025-12-25,Roteador Wi-Fi,Informática,1,227.73,Paula,Nordeste
4143,2025-06-02,Teclado Mecânico,Informática,2,460.56,Paula,Norte
4144,2025-08-10,SSD 1TB,Informática,1,291.91,Fernando,Nordeste
4145,2025-05-16,Cadeira Office,Móveis,3,1234.68,João,Sudeste
4146,2025-10-13,SSD 1TB,Informática,3,932.87,Maria,Sudeste
4147,2025-03-29,Mesa de Escritório,Móveis,1,245.93,Pedro,Centro-Oeste
4148,2025-03-29,Fone de Ouvido,Periféricos,4,776.61,Carlos,Norte
4149,2025-01-25,Roteador Wi-Fi,Informática,2,816.45,Carlos,Sul
4150,2025-10-13,Webcam Full HD,Periféricos,1,465.79,Carlos,Sudeste
4151,2025-11-26,Impressora,Periféricos,4,813.11,Paula,Nordeste
4152,2025-10-06,Teclado Mecânico,Informática,3,187.72,Ana,Centro-Oeste
4153,2025-04-06,Roteador Wi-Fi,Informática,1,1096.1,Fernando,Sul
4154,2025-03-06,Impressora,Periféricos,3,1485.37,Maria,Nordeste
4155,2025-03-23,Impressora,Periféricos,2,381.46,Fernando,Centro-Oeste
4156,2025-09-18,Fone de Ouvido,Periféricos,4,852.72,Juliana,Centro-Oeste
4157,2025-12-12,Roteador Wi-Fi,Informática,3,1002.31,Ana,Sudeste
4158,2025-06-07,Mesa de Escritório,Móveis,1,704.72,Juliana,Nordeste
4159,2025-08-06,Roteador Wi-Fi,Informática,3,809.53,Fernando,Sul
4160,2025-03-31,SSD 1TB,Informática,2,1213.13,Maria,Centro-Oeste
4161,2025-06-13,Cadeira Office,Móveis,1,604.8,Ana,Nordeste
4162,2025-01-19,Impressora,Periféricos,1,180.45,João,Nordeste
4163,2025-04-12,Impressora,Periféricos,3,647.39,Fernando,Norte
4164,2025-10-28,Mesa de Escritório,Móveis,2,1294.83,Maria,Nordeste
4165,2025-06-19,Cadeira Office,Móveis,4,373.44,Maria,Sudeste
4166,2025-12-28,Roteador Wi-Fi,Informática,2,378.03,Fernando,Nordeste
4167,2025-05-14,Mesa de Escritório,Móveis,3,1405.62,Ana,Sul
4168,2025-03-07,"Monitor 24""",Informática,2,73.02,Juliana,Sul
4169,2025-12-17,"Monitor 24""",Informática,3,317.83,Pedro,Nordeste
4170,2025-10-10,Impressora,Periféricos,2,1291.93,Fernando,Sudeste
4171,2025-06-13,SSD 1TB,Informática,1,1258.58,Fernando,Norte
4172,2025-08-21,Fone de Ouvido,Periféricos,2,937.36,Maria,Centro-Oeste
4173,2025-04-26,"Monitor 24""",Informática,2,749.01,Maria,Nordeste
4174,2025-12-15,Webcam Full HD,Periféricos,3,745.96,Fernando,Sul
4175,2025-09-04,Fone de Ouvido,Periféricos,3,211.41,Pedro,Sudeste
4176,2025-10-09,Fone de Ouvido,Periféricos,1,753.99,Pedro,Centro-Oeste
4177,2025-07-17,Roteador Wi-Fi,Informática,3,468.29,Pedro,Sul
4178,2025-10-27,Roteador Wi-Fi,Informática,3,629.95,Juliana,Sul
4179,2025-11-23,Fone de Ouvido,Periféricos,4,587.98,Ana,Nordeste
4180,2025-05-01,Webcam Full HD,Periféricos,2,307.71,Fernando,Sul
4181,2025-06-28,Mesa de Escritório,Móveis,2,742.67,João,Norte
4182,2025-11-15,Mesa de Escritório,Móveis,2,308.43,Fernando,Centro-Oeste
4183,2025-03-23,Teclado Mecânico,Informática,2,1106.74,Fernando,Norte
4184,2025-07-28,Mesa de Escritório,Móveis,1,131.53,Maria,Norte
4185,2025-02-13,Impressora,Periféricos,3,947.15,Carlos,Sul
4186,2025-03-29,SSD 1TB,Informática,3,791.78,Carlos,Nordeste
4187,2025-09-24,Roteador Wi-Fi,Informática,1,892.85,Pedro,Norte
4188,2025-06-26,Mouse Gamer,Informática,1,1475.75,Juliana,Sul
4189,2025-09-04,"Monitor 24""",Informática,4,1459.8,João,Nordeste
4190,2025-08-21,Webcam Full HD,Periféricos,2,1040.3,Juliana,Sul
4191,2025-01-09,Mesa de Escritório,Móveis,1,1134.84,Pedro,Centro-Oeste
4192,2025-04-01,Roteador Wi-Fi,Informática,1,532.96,Fernando,Sudeste
4193,2025-09-12,Fone de Ouvido,Periféricos,1,730.75,João,Nordeste
4194,2025-09-12,Teclado Mecânico,Informática,2,1006.31,Ana,Norte
4195,2025-02-15,Impressora,Periféricos,1,1335.59,Juliana,Centro-Oeste
4196,2025-12-11,"Monitor 24""",Informática,2,1177.62,Carlos,Sudeste
4197,2025-01-08,"Monitor 24""",Informática,2,1248.92,Fernando,Centro-Oeste
4198,2025-09-23,Mouse Gamer,Informática,1,1042.09,Paula,Nordeste
4199,2025-06-01,Impressora,Periféricos,4,981.09,Paula,Norte
4200,2025-11-25,"Monitor 24""",Informática,4,389.02,Juliana,Sul
4201,2025-07-26,Mesa de Escritório,Móveis,3,668.69,Ana,Sul
4202,2025-04-05,SSD 1TB,Informática,4,458.52,Carlos,Centro-Oeste
4203,2025-03-27,"Monitor 24""",Informática,1,1239.58,Juliana,Sudeste
4204,2025-01-12,Webcam Full HD,Periféricos,4,994.96,Ana,Centro-Oeste
4205,2025-01-12,"Monitor 24""",Informática,1,322.42,Pedro,Norte
4206,2025-01-01,Mouse Gamer,Informática,1,1067.3,Pedro,Norte
4207,2025-09-10,"Monitor 24""",Informática,3,495.84,Carlos,Nordeste
4208,2025-05-12,Mesa de Escritório,Móveis,3,658.07,Carlos,Nordeste
4209,2025-10-15,Cadeira Office,Móveis,2,409.72,Carlos,Centro-Oeste
4210,2025-05-06,Mesa de Escritório,Móveis,3,647.01,Juliana,Sul
4211,2025-08-14,Mouse Gamer,Informática,3,747.23,Juliana,Centro-Oeste
4212,2025-01-29,Teclado Mecânico,Informática,2,372.1,Maria,Sul
4213,2025-12-01,Impressora,Periféricos,3,303.66,Maria,Sudeste
4214,2025-01-14,Mesa de Escritório,Móveis,1,506.05,Paula,Nordeste
4215,2025-11-20,Teclado Mecânico,Informática,2,1326.14,Fernando,Nordeste
4216,2025-06-14,Impressora,Periféricos,3,160.8,Pedro,Centro-Oeste
4217,2025-12-30,Teclado Mecânico,Informática,3,951.45,Ana,Sudeste
4218,2025-10-25,Mesa de Escritório,Móveis,3,1452.57,Maria,Nordeste
4219,2025-12-04,SSD 1TB,Informática,1,53.8,Pedro,Sul
4220,2025-11-15,Webcam Full HD,Periféricos,1,1300.94,João,Centro-Oeste
4221,2025-04-14,"Monitor 24""",Informática,3,629.37,Ana,Sudeste
4222,2025-04-17,Cadeira Office,Móveis,1,560.75,Ana,Sul
4223,2025-01-10,Mouse Gamer,Informática,4,379.24,Pedro,Centro-Oeste
4224,2025-11-27,Fone de Ouvido,Periféricos,2,1135.9,Paula,Nordeste
4225,2025-12-18,Cadeira Office,Móveis,1,250.86,Pedro,Centro-Oeste
4226,2025-04-10,Roteador Wi-Fi,Informática,2,1184.94,Ana,Nordeste
4227,2025-05-08,Mesa de Escritório,Móveis,1,702.78,Maria,Nordeste
4228,2025-01-04,Impressora,Periféricos,3,1421.31,Carlos,Nordeste
4229,2025-02-23,Teclado Mecânico,Informática,2,125.6,Ana,Centro-Oeste
4230,2025-07-08,Roteador Wi-Fi,Informática,3,482.81,Carlos,Nordeste
4231,2025-10-19,Cadeira Office,Móveis,1,1304.38,Paula,Sul
4232,2025-03-13,"Monitor 24""",Informática,4,1376.44,João,Centro-Oeste
4233,2025-09-17,Teclado Mecânico,Informática,2,1363.44,Pedro,Sul
4234,2025-03-31,Fone de Ouvido,Periféricos,2,1342.5,João,Sul
4235,2025-09-25,Mesa de Escritório,Móveis,2,982.11,Carlos,Nordeste
4236,2025-12-30,Mesa de Escritório,Móveis,3,540.57,Juliana,Sudeste
4237,2025-03-01,SSD 1TB,Informática,4,244.73,Ana,Norte
4238,2025-08-06,SSD 1TB,Informática,4,724.91,Carlos,Sul
4239,2025-12-27,Mouse Gamer,Informática,2,563.93,Ana,Sudeste
4240,2025-07-19,Mouse Gamer,Informática,2,865.17,Pedro,Sudeste
4241,2025-01-06,SSD 1TB,Informática,1,771.73,João,Nordeste
4242,2025-05-30,Impressora,Periféricos,3,287.41,João,Sul
4243,2025-06-27,Webcam Full HD,Periféricos,2,1496.55,Juliana,Sudeste
4244,2025-02-09,Webcam Full HD,Periféricos,4,1424.97,Paula,Centro-Oeste
4245,2025-01-12,Mesa de Escritório,Móveis,2,1363.33,Fernando,Sul
4246,2025-12-01,Webcam Full HD,Periféricos,4,193.37,Pedro,Centro-Oeste
4247,2025-01-02,Cadeira Office,Móveis,4,76.49,Juliana,Sul
4248,2025-05-18,Mouse Gamer,Informática,1,353.53,Juliana,Centro-Oeste
4249,2025-07-01,Fone de Ouvido,Periféricos,1,717.3,Pedro,Norte
4250,2025-01-23,Roteador Wi-Fi,Informática,4,1021.22,Juliana,Sul
4251,2025-11-12,SSD 1TB,Informática,4,554.48,Juliana,Nordeste
4252,2025-12-14,Teclado Mecânico,Informática,3,499.62,Maria,Sul
4253,2025-01-03,Mouse Gamer,Informática,1,479.2,Pedro,Norte
4254,2025-01-25,Cadeira Office,Móveis,2,262.63,Ana,Norte
4255,2025-06-17,Cadeira Office,Móveis,3,149.56,Juliana,Centro-Oeste
4256,2025-01-20,Fone de Ouvido,Periféricos,4,769.01,Juliana,Nordeste
4257,2025-01-30,Fone de Ouvido,Periféricos,2,1000.74,Juliana,Sudeste
4258,2025-09-18,SSD 1TB,Informática,2,518.44,Juliana,Sul
4259,2025-07-13,Impressora,Periféricos,3,300.78,João,Nordeste
4260,2025-07-06,SSD 1TB,Informática,1,592.78,Maria,Sul
4261,2025-12-25,Roteador Wi-Fi,Informática,4,230.62,Juliana,Centro-Oeste
4262,2025-03-22,Mesa de Escritório,Móveis,4,690.06,João,Centro-Oeste
4263,2025-01-04,Impressora,Periféricos,3,1494.11,Pedro,Centro-Oeste
4264,2025-07-11,Mouse Gamer,Informática,4,745.89,Fernando,Nordeste
4265,2025-07-13,Impressora,Periféricos,2,597.91,Fernando,Centro-Oeste
4266,2025-02-20,Fone de Ouvido,Periféricos,3,935.1,Ana,Nordeste
4267,2025-03-27,Impressora,Periféricos,3,341.51,Ana,Centro-Oeste
4268,2025-04-04,"Monitor 24""",Informática,4,156.37,Fernando,Centro-Oeste
4269,2025-03-18,Teclado Mecânico,Informática,1,1112.35,Maria,Sul
4270,2025-05-05,Cadeira Office,Móveis,3,932.9,Pedro,Norte
4271,2025-05-12,Fone de Ouvido,Periféricos,4,1495.09,João,Norte
4272,2025-03-27,Webcam Full HD,Periféricos,3,365.53,Carlos,Sudeste
4273,2025-03-14,Webcam Full HD,Periféricos,3,1084.72,Fernando,Sudeste
4274,2025-07-19,Impressora,Periféricos,4,1183.8,João,Centro-Oeste
4275,2025-12-02,Webcam Full HD,Periféricos,4,1064.61,Maria,Centro-Oeste
4276,2025-11-27,Fone de Ouvido,Periféricos,1,1130.37,Maria,Centro-Oeste
4277,2025-08-25,Fone de Ouvido,Periféricos,1,935.01,João,Centro-Oeste
4278,2025-10-20,Teclado Mecânico,Informática,3,640.61,Pedro,Sul
4279,2025-04-15,Fone de Ouvido,Periféricos,1,911.63,Pedro,Centro-Oeste
4280,2025-01-26,Impressora,Periféricos,4,1224.2,João,Nordeste
4281,2025-07-07,Webcam Full HD,Periféricos,1,453.0,Fernando,Sul
4282,2025-03-27,"Monitor 24""",Informática,3,1151.15,Maria,Sudeste
4283,2025-08-23,Fone de Ouvido,Periféricos,3,1210.18,Carlos,Nordeste
4284,2025-07-09,Fone de Ouvido,Periféricos,1,1147.75,Juliana,Sul
4285,2025-01-12,"Monitor 24""",Informática,1,1128.6,Fernando,Centro-Oeste
4286,2025-01-25,Cadeira Office,Móveis,4,783.1,Pedro,Centro-Oeste
4287,2025-03-10,Roteador Wi-Fi,Informática,1,1328.13,Paula,Nordeste
4288,2025-08-25,Roteador Wi-Fi,Informática,3,1076.08,Pedro,Norte
4289,2025-12-19,SSD 1TB,Informática,3,830.28,Pedro,Sudeste
4290,2025-11-22,Fone de Ouvido,Periféricos,4,57.12,Pedro,Centro-Oeste
4291,2025-01-15,SSD 1TB,Informática,2,1368.86,João,Norte
4292,2025-11-01,Cadeira Office,Móveis,2,1143.35,Paula,Centro-Oeste
4293,2025-09-18,SSD 1TB,Informática,1,1101.22,Carlos,Centro-Oeste
4294,2025-04-08,Webcam Full HD,Periféricos,4,1303.0,Paula,Sul
4295,2025-12-01,Fone de Ouvido,Periféricos,3,396.52,Maria,Centro-Oeste
4296,2025-08-06,Fone de Ouvido,Periféricos,2,1063.32,Carlos,Centro-Oeste
4297,2025-01-11,Webcam Full HD,Periféricos,2,1061.19,Paula,Centro-Oeste
4298,2025-02-24,Fone de Ouvido,Periféricos,4,952.66,Juliana,Norte
4299,2025-06-15,Fone de Ouvido,Periféricos,4,949.28,Fernando,Norte
4300,2025-09-13,"Monitor 24""",Informática,1,703.86,Pedro,Norte
4301,2025-10-07,Mesa de Escritório,Móveis,3,854.81,Carlos,Nordeste
4302,2025-10-31,Fone de Ouvido,Periféricos,3,907.61,Carlos,Sudeste
4303,2025-02-22,Cadeira Office,Móveis,1,780.59,Juliana,Centro-Oeste
4304,2025-06-24,Mouse Gamer,Informática,2,152.85,Fernando,Sudeste
4305,2025-06-13,Teclado Mecânico,Informática,3,405.69,Pedro,Nordeste
4306,2025-08-06,"Monitor 24""",Informática,1,236.7,Pedro,Nordeste
4307,2025-10-16,Mesa de Escritório,Móveis,3,567.07,Paula,Sul
4308,2025-03-21,Mesa de Escritório,Móveis,2,1109.18,Maria,Centro-Oeste
4309,2025-02-14,Impressora,Periféricos,1,1303.46,Pedro,Centro-Oeste
4310,2025-10-20,Cadeira Office,Móveis,3,593.24,Ana,Centro-Oeste
4311,2025-09-21,Mesa de Escritório,Móveis,2,888.93,Paula,Sul
4312,2025-11-28,Roteador Wi-Fi,Informática,2,292.21,Carlos,Nordeste
4313,2025-03-28,Fone de Ouvido,Periféricos,1,766.62,Paula,Norte
4314,2025-04-30,Webcam Full HD,Periféricos,3,713.08,Fernando,Norte
4315,2025-04-23,Mesa de Escritório,Móveis,1,486.67,Carlos,Centro-Oeste
4316,2025-10-15,SSD 1TB,Informática,4,544.92,João,Nordeste
4317,2025-05-06,Mesa de Escritório,Móveis,4,305.98,Juliana,Centro-Oeste
4318,2025-08-14,Teclado Mecânico,Informática,1,54.62,Juliana,Sul
4319,2025-12-30,Fone de Ouvido,Periféricos,1,123.2,Carlos,Norte
4320,2025-01-30,Cadeira Office,Móveis,1,296.24,Ana,Nordeste
4321,2025-09-20,Webcam Full HD,Periféricos,2,607.81,Carlos,Sudeste
4322,2025-02-23,Roteador Wi-Fi,Informática,4,88.94,Pedro,Sul
4323,2025-04-11,SSD 1TB,Informática,4,1198.09,Pedro,Sul
